drugs,drug_avg_1,drug_avg_2,drug_avg_3,drug_avg_4,drug_sd_1,drug_sd_2,drug_sd_3,drug_sd_4,ctrl_avg_1,ctrl_avg_2,ctrl_avg_3,ctrl_avg_4,ctrl_sd_1,ctrl_sd_2,ctrl_sd_3,ctrl_sd_4,drug_to_ctlr_1,drug_to_ctlr_2,drug_to_ctlr_3,drug_to_ctlr_4,d_t_c_SD_1,d_t_c_SD_2,d_t_c_SD_3,d_t_c_SD_4,ttest_pval_1,ttest_pval_2,ttest_pval_3,ttest_pval_4,wilcox_pval_1,wilcox_pval_2,wilcox_pval_3,wilcox_pval_4
ART558,434042,471676.3333333333,476420,406806,5344.157183317123,6837.246619314922,13923.520998655476,22744.56954967493,407932,492527.25,475792.75,428561.75,28545.231160388244,12648.843277153845,13564.022151141846,21897.680796148252,1.064005765666827,0.9576654557353594,1.001318326098916,0.9492354369002833,0.0755980711500771,0.028241605993684353,0.04088076695395333,0.07189614514041674,0.16392056857326992,0.040666085093918274,0.9550662543366604,0.2670143673328718,0.4,0.11428571428571428,1,0.4
Mirin,244199,441101.3333333333,418548,376189.3333333333,174293.9731258657,5722.7811711905715,30230.219764335157,31065.593835195446,427718.5,488661,470131.75,418585.25,30635.648303895905,12884.476551261212,11117.75188231266,4218.406047707277,0.5709339203237643,0.9026734962138032,0.8902780975758391,0.8987161715166344,0.40954368037143274,0.02652592055298371,0.06766049104336422,0.0747662967780818,0.2075381080489432,0.0020850968010562953,0.08616044100847675,0.14002019993891615,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Ferrostatin-1,163122.33333333334,135633,217898.66666666666,173371.33333333334,22457.63603617561,51123.5579258721,7418.385561113236,27608.719136050724,367761,421462.75,416087.5,384875,116695.28368361766,139571.83390253445,81242.38989386431,78707.31254464225,0.4435552800142847,0.3218149172139175,0.5236847217632509,0.45046140521814443,0.15342233306144262,0.16146652865695865,0.10379380682721599,0.11675555393054718,0.03618452500786553,0.019759388194513162,0.01588053002638487,0.00806625249368249,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Barasertib,364184,429402.6666666667,445427.3333333333,368218.3333333333,5684.840103292264,21109.345189591582,5912.25847991555,12387.876183322682,359656.25,416477.75,412489,382952,109348.07531113659,136483.3372696096,77760.85283740141,77934.61684429241,1.012589104179338,1.0310338707570013,1.0798526344540904,0.9615260746342448,0.30826799053254744,0.34165918495606185,0.20407366608176783,0.19833608205127048,0.9392901849586781,0.8633276071488313,0.45983247393199217,0.7332475429794456,0.4,0.4,1,0.4
Infigratinib,385821.3333333333,463622.3333333333,464423.3333333333,393248.3333333333,20521.455049126835,26966.544946161222,7121.79347730144,15273.242692150654,383229.1666666667,411656,429432.3333333333,380294.8333333333,22742.77314152051,147666.07558406907,26977.92099971135,11488.678103535962,1.0067640119597716,1.1262372790226143,1.081481987460966,1.0340617301751405,0.08023164953637525,0.40927171098613,0.06993596036777622,0.05088048071111056,0.8707038434699478,0.43791619410890203,0.023841783705185977,0.28050197477445943,0.9047619047619049,1,0.16666666666666666,0.26190476190476186
Prexasertib,204144,211616.66666666666,229600.66666666666,167880,7725.6130501080625,6844.059784465163,11729.686966553427,8915.8734849705,363713,442169.5,420909.25,396979.25,92851.14662009655,61735.07553247181,6220.349152847719,14140.552732596181,0.5612777107224652,0.4785872084498516,0.5454873388186804,0.42289363990687173,0.1448526527960354,0.06858897297439144,0.029010061504142093,0.02704316752225795,0.04065253891215821,0.004554671479071426,1.8538966984418364e-4,1.7110441645395116e-6,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Silmitasertib,349566.6666666667,425930.3333333333,414597,396405.6666666667,11399.362102035944,41469.332299101865,7491.6574267647875,6933.07214251614,381634.5,439496,445613.5,402489.75,101677.23171061128,59619.09794688276,30128.855321767536,11083.341144107524,0.9159723941799462,0.9691335833166476,0.9303959597274319,0.9848838800656828,0.24585977860121686,0.16182250597601547,0.06511381660496149,0.03212863157517122,0.5746394582351405,0.7372135481651609,0.12945901111292896,0.4147628406214521,0.4,0.4,0.11428571428571428,0.4
Olaparib,350194,455502.6666666667,423528,383342.3333333333,29143.184572040165,34854.69317514262,17485.631901649995,24263.53942303829,434477.5,485179.25,477136.25,393171,11720.460983539284,15372.88030645743,12928.720054591638,9860.998360544772,0.8060118187938385,0.938833774665068,0.8876458244369402,0.9750015472487373,0.07051240630982594,0.0777540400805378,0.043835016945625443,0.06638078287462837,0.026879393008794876,0.2752872198508797,0.014236603507302223,0.5639047158891604,0.05714285714285714,0.4,0.05714285714285714,0.8571428571428571
T0070907,435005.3333333333,491393,486032.3333333333,409040.3333333333,8761.014172647669,11119.69932147448,8401.045252427422,12525.308073390184,424779,491884.75,474788.25,404234,24308.895258046316,11353.127392191693,14122.02316419287,21178.507139708094,1.0240744795136607,0.9990002739462852,1.0236823117112384,1.011889977917081,0.062128227255232815,0.03229097622089714,0.03521623735456342,0.061405537849890154,0.48116162057029943,0.9566938572205743,0.24775374485674564,0.72357677341776,0.8571428571428572,0.8571428571428571,0.22857142857142856,0.8571428571428572
Dabrafenib,428072.3333333333,469495.6666666667,409280.6666666667,378824.6666666667,16677.588624658343,19647.397418827088,18180.965165065725,17588.08284985414,415624.75,479566,467883,424569.75,29158.58832173922,10758.550150151894,5264.231187932384,12340.280395922939,1.0299490906961948,0.9790011524308785,0.8747500265379735,0.892255434275915,0.08265129496239668,0.04648478631182809,0.04008494700139441,0.0488737599441655,0.5092242013436215,0.48291679155393347,0.024845933854620576,0.024220995086326236,0.8571428571428572,0.4,0.05714285714285714,0.05714285714285714
Selumetinib,390385,488922.3333333333,480052,431259.3333333333,19575.393048416678,6765.890653368065,15300.21238414683,18800.563936577364,421040.75,478653.25,475442.5,424700.5,23238.145642814674,7086.697791167148,8161.915563559002,10128.168129857771,0.9271905391580268,1.0214541180558856,1.0096951787019461,1.0154434320970502,0.06913992105068593,0.020700600668796646,0.03655220934078918,0.0504584799216954,0.11896148836630252,0.1143508709045437,0.6695296268996309,0.6236141934309689,0.22857142857142856,0.22857142857142856,0.8571428571428572,0.8571428571428572
Y-27632,310068,429197.3333333333,448564,387630,27360.58444185723,3231.329808814528,21786.54821214228,8790.12224033318,364539,405037.75,428476,380959,113254.77101061423,130276.00189949285,86262.60879044485,75397.04742229632,0.8505756585715109,1.0596477324232947,1.0468824391564522,1.0175110707451458,0.27470843681491586,0.3409175651582439,0.21680946326321643,0.20269705137786917,0.4142490764018219,0.7354206973075252,0.6810834196732892,0.8715917726902235,0.4,0.4,0.8571428571428571,0.4
IWR-1,388978.3333333333,467131,455234,373324.3333333333,20089.51690144224,6368.013583528226,3576.5911144552156,25846.16831047367,366691.75,384377.75,426588.75,371737,114567.06288567408,117556.872892443,84703.65821448721,69359.4777565883,1.0607774331801392,1.2152914678334008,1.067149567352632,1.0042700439647743,0.335920867518428,0.37204993294755784,0.21205951505446627,0.19986241431996668,0.7265937638118793,0.25396573568790215,0.5475209503194925,0.9684748022632801,0.6285714285714286,0.4,1,0.4
Apoptozole,290094,400006.3333333333,326729.6666666667,334889.6666666667,39581.79916325179,19693.31755528594,33947.902208138476,5629.152363663053,387319,407413.8,449680,391364.4,24507.455998124326,166160.57702626096,24702.013905752705,14179.87747831412,0.7489795233386434,0.9818183216506985,0.7265826068908261,0.8556978270549561,0.11264821671235092,0.403333994310138,0.08539500468567778,0.03417752417673854,0.03221245234506734,0.9260462364213873,0.0093035975650585,3.0002433570607066e-4,0.03571428571428571,0.25,0.03571428571428571,0.03571428571428571
Gefitinib,282133,407561,355031,353354.3333333333,36099.93239605858,26263.24467768596,10846.893195749648,9177.529969078463,362759.5,448320,427726.25,395181,89647.54241844373,65485.243666035174,9476.007857566743,8818.967853439539,0.7777411756273784,0.909085028551035,0.8300425798042557,0.8941582042996331,0.21643533296313427,0.14513622427770498,0.03132504874949996,0.030618775767675726,0.17569481611681348,0.31982860186153556,7.067866089370033e-4,0.002846847755874471,0.4,0.4,0.05714285714285714,0.05714285714285714
Paclitaxel,267650.6666666667,365075.6666666667,308651,297409.3333333333,12703.551878641396,19418.503967436147,10380.72545634456,13571.462866372709,350239.75,446958.5,432863,394766.75,85787.56706491137,64612.52298380968,22104.522795120458,7438.772720236406,0.7641927184640427,0.8167999191572969,0.713045467041535,0.7533798966942715,0.19066284740039774,0.1258161916768032,0.04360010347132423,0.03719423754094231,0.14889188723283245,0.08029294093824035,3.425420291698645e-4,0.0017557505405402254,0.4,0.22857142857142856,0.05714285714285714,0.05714285714285714
SGI-1027,409614,461514.6666666667,444374.6666666667,411295.6666666667,5140.192311577457,17248.276503272242,5168.44670412043,8721.450701192625,390734.75,482467.75,448012.75,399429.75,44923.73397492689,8501.93250090825,38785.476047742406,8067.081767900955,1.0483173047700518,0.9565710177865084,0.9918795093815225,1.029707142912281,0.12124341339811338,0.0395248160518964,0.08664073104526125,0.03015377239597499,0.46395610419067024,0.1572644262828908,0.8642330364546997,0.13583703209614845,1,0.22857142857142856,1,0.22857142857142856
PFK-015,330661.3333333333,444067,447283.3333333333,397602.6666666667,43065.48878549195,22190.721326716714,1361.3604714892133,27402.13970355843,409612.25,480396.5,467387.75,422514,39422.83468055031,11974.62713406977,35631.049281724314,27282.699218857848,0.8072545030900158,0.9243760102332136,0.9569855721150872,0.9410402179967212,0.13072923242528484,0.0516203364367702,0.07301339210818385,0.0888738995153463,0.06466968595456832,0.08610201803443304,0.34132140428232416,0.29283634355544985,0.11428571428571428,0.05714285714285714,0.4,0.6285714285714286
Nedisertib,330810,441527.3333333333,438921.3333333333,407430.3333333333,12155.441538669009,18926.153078038158,28556.124690394063,25448.725514912006,424751.5,476380.25,474324.25,440090.5,19318.549471082624,12023.60021998403,13737.024893209835,11967.27667433155,0.7788318581570636,0.9268380318733477,0.9253613605741923,0.9257876126236156,0.04553848944625361,0.046104551330509204,0.06589930233195346,0.06306842867928283,5.636791718525043e-4,0.06333690475167351,0.15185155322564808,0.14285716189758974,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.22857142857142856
Lapatinib,402050.3333333333,410620.6666666667,359418.6666666667,321274.6666666667,2970.7164680146325,28414.774930189637,13013.852785909841,32244.82374480179,435588.25,482651.5,473814.5,427217.25,14235.9889569827,9209.306760011852,4185.819911717815,12415.211540015473,0.9230054606232683,0.850760158554706,0.7585640934725861,0.7520170748411181,0.030927202338297214,0.06106924685266925,0.028271842629964225,0.07857665182617901,0.015392646826038945,0.03965953026184788,0.002473702360892211,0.020590217077881185,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
Dinaciclib,146584.66666666666,138373.33333333334,178465.66666666666,134864.66666666666,13652.663928088663,4423.663677692206,26763.36044545478,9868.008427911547,421781.25,462346.75,465500.25,408955,26963.985627437694,24723.052257289484,13449.484039050221,16648.73256437258,0.34753718110197324,0.29928475399326016,0.3833846848990235,0.32977874501269494,0.039260414615796164,0.018645651895747423,0.05855110253844758,0.027613225584489032,2.13909273313345e-5,7.227059367180318e-5,7.009534603512895e-4,1.6706163417381196e-6,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
TAK-580,308533,400913,413194.3333333333,341081,10477.534013306757,5139.945914112326,14723.24320023728,22640.946557067793,403239.75,441354.75,461253.25,404800.5,28710.059402875966,24475.259704103926,12847.112629562593,15177.844060779296,0.7651353816185036,0.9083690613956233,0.8958079608833831,0.8425903624130899,0.06035580531558786,0.05170214369917495,0.040514495532311165,0.06423693370935167,0.003783623271146373,0.041935489548685964,0.010402293456990211,0.019859642423009936,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
KU-55933,317716.6666666667,467833.6666666667,436166.3333333333,377465,20929.70753100323,17342.140131290984,8239.706568399954,22593.35858167174,357920,498488,431497,367186.6666666667,17917.16961464617,989.4058823354549,44756.69915219396,29604.09188496302,0.8876750856802266,0.9385053735830485,1.0108212417081308,1.0279921202658049,0.07344396631697582,0.03483931748006176,0.10657141546505643,0.10322456808467521,0.0663061242626139,0.09169494836254373,0.8743912883526329,0.6592115077865494,0.2,0.1,1,0.7
GSK2606414,250106,421918,434144,364121,14020.349639006867,31008.080301753605,15493.470592478627,14864.08705571923,366266.25,485918.75,438371.25,379172.75,22330.91304858208,15180.148162979174,38646.43081730403,28168.47684173451,0.6828529792193521,0.8682891944383706,0.9903569177951337,0.9603037138085477,0.05655608152789473,0.06933921660458041,0.0941913456940424,0.08140137057819759,4.1163486722331423e-4,0.052861935535477564,0.852007346220693,0.4060469112630323,0.05714285714285714,0.05714285714285714,0.6285714285714286,0.6285714285714286
Tipifarnib,258468,376182,399552,376664,30155.545576228596,45161.923575064866,24762.64664772326,1927.7043341757574,382440.25,471390,448652.75,382203,18037.87822657273,13989.10321166681,19153.334720530172,26267.09775872977,0.6758389055545277,0.7980271113091071,0.8905595697340538,0.9855077014047509,0.08504976188388282,0.098689524741614,0.0670203368359656,0.0679170593050811,0.007462348407898706,0.05881320320098952,0.050667314302442694,0.7022248767657631,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.4
Axitinib,385384.6666666667,459820,410018.6666666667,381090,6723.154641485895,20030.77961538192,19590.987732458343,14191.549844890093,374574,475681.75,439987.75,382240,22007.633448419663,15744.443726280075,25245.186991781226,13302.781839399857,1.0288612308026364,0.9666547013838559,0.9318865506293452,0.9969914190037673,0.06305789614908729,0.0528857339230923,0.06958091822940415,0.050816853683028775,0.41047160086068724,0.32417166185577695,0.13776717766368357,0.9181590215520927,0.4,0.4,0.22857142857142856,1
Laduviglusib,355171.3333333333,465389,467701.3333333333,403651.3333333333,27833.82295577331,20904.1679097734,10580.07392853818,13620.287968076642,361276,485261.5,442400.5,382277.25,11113.188651327755,5699.122125380364,34353.02558727542,20652.937053035985,0.9831024848961274,0.959047853579977,1.057189884128371,1.0559125172458819,0.08276573369255251,0.044526317154481264,0.08550484667700398,0.06725911002405743,0.7478721106164666,0.23769606735743612,0.24256033591460816,0.16079579492232784,1,0.22857142857142856,0.4,0.22857142857142856
Berzosertib,266694.3333333333,424137,374695.3333333333,325353.3333333333,35850.09247314898,11556.624896569067,22526.382584279556,6759.447413312226,383892.5,481576.5,473542.25,410564,25659.987353855027,11612.7249027378,36373.209760069294,36174.15271525605,0.694710975945957,0.8807261151655033,0.7912606178927716,0.792454607158283,0.10429364326642762,0.03204565268009357,0.07718029766110261,0.07173674082774523,0.011983249433534949,0.0019591632918678527,0.007143453578127965,0.01585087630942124,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
