,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,,,,,
Plate,Well,Signal,,,,,,,,,,
Plate,Well,Signal,,,,,,,,,,
16,A01,97445,,,,,,,,,,
16,A02,127622,,,,,,,,,,
16,A03,104435,,,,,,,,,,
16,A04,109315,,,,,,,,,,
16,A05,108628,,,,,,,,,,
16,A06,113623,,,,,,,,,,
16,A07,116062,,,,,,,,,,
16,A08,134796,,,,,,,,,,
16,A09,137620,,,,,,,,,,
16,A10,111181,,,,,,,,,,
16,A11,96204,,,,,,,,,,
16,A12,28587,,,,,,,,,,
16,B01,94190,,,,,,,,,,
16,B02,322786,,,,,,,,,,
16,B03,68551,,,,,,,,,,
16,B04,200335,,,,,,,,,,
16,B05,87341,,,,,,,,,,
16,B06,90096,,,,,,,,,,
16,B07,73413,,,,,,,,,,
16,B08,67415,,,,,,,,,,
16,B09,125523,,,,,,,,,,
16,B10,51115,,,,,,,,,,
16,B11,52233,,,,,,,,,,
16,B12,30411,,,,,,,,,,
16,C01,97962,,,,,,,,,,
16,C02,136010,,,,,,,,,,
16,C03,143231,,,,,,,,,,
16,C04,83593,,,,,,,,,,
16,C05,76644,,,,,,,,,,
16,C06,100054,,,,,,,,,,
16,C07,135650,,,,,,,,,,
16,C08,126913,,,,,,,,,,
16,C09,121927,,,,,,,,,,
16,C10,117282,,,,,,,,,,
16,C11,116358,,,,,,,,,,
16,C12,28616,,,,,,,,,,
16,D01,93400,,,,,,,,,,
16,D02,114289,,,,,,,,,,
16,D03,122393,,,,,,,,,,
16,D04,56503,,,,,,,,,,
16,D05,95359,,,,,,,,,,
16,D06,91528,,,,,,,,,,
16,D07,130356,,,,,,,,,,
16,D08,100867,,,,,,,,,,
16,D09,112357,,,,,,,,,,
16,D10,146497,,,,,,,,,,
16,D11,105644,,,,,,,,,,
16,D12,32628,,,,,,,,,,
16,E01,30998,,,,,,,,,,
16,E02,115755,,,,,,,,,,
16,E03,81917,,,,,,,,,,
16,E04,87398,,,,,,,,,,
16,E05,91461,,,,,,,,,,
16,E06,30430,,,,,,,,,,
16,E07,95393,,,,,,,,,,
16,E08,116945,,,,,,,,,,
16,E09,86146,,,,,,,,,,
16,E10,55226,,,,,,,,,,
16,E11,118349,,,,,,,,,,
16,E12,106008,,,,,,,,,,
16,F01,31119,,,,,,,,,,
16,F02,99813,,,,,,,,,,
16,F03,100376,,,,,,,,,,
16,F04,92440,,,,,,,,,,
16,F05,79839,,,,,,,,,,
16,F06,104359,,,,,,,,,,
16,F07,71233,,,,,,,,,,
16,F08,106510,,,,,,,,,,
16,F09,127355,,,,,,,,,,
16,F10,100903,,,,,,,,,,
16,F11,112744,,,,,,,,,,
16,F12,111641,,,,,,,,,,
16,G01,29424,,,,,,,,,,
16,G02,121519,,,,,,,,,,
16,G03,102932,,,,,,,,,,
16,G04,88287,,,,,,,,,,
16,G05,100407,,,,,,,,,,
16,G06,50341,,,,,,,,,,
16,G07,119097,,,,,,,,,,
16,G08,122964,,,,,,,,,,
16,G09,117306,,,,,,,,,,
16,G10,121143,,,,,,,,,,
16,G11,92687,,,,,,,,,,
16,G12,111302,,,,,,,,,,
16,H01,31012,,,,,,,,,,
16,H02,107568,,,,,,,,,,
16,H03,79549,,,,,,,,,,
16,H04,74984,,,,,,,,,,
16,H05,75761,,,,,,,,,,
16,H06,66082,,,,,,,,,,
16,H07,92382,,,,,,,,,,
16,H08,105314,,,,,,,,,,
16,H09,130508,,,,,,,,,,
16,H10,56944,,,,,,,,,,
16,H11,104677,,,,,,,,,,
16,H12,105760,,,,,,,,,,
,,,,,,,,,,,,
,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,,,,,
Plate,Well,Signal,,,,,,,,,,
17,A01,107322,,,,,,,,,,
17,A02,114255,,,,,,,,,,
17,A03,103448,,,,,,,,,,
17,A04,122056,,,,,,,,,,
17,A05,115927,,,,,,,,,,
17,A06,124254,,,,,,,,,,
17,A07,114552,,,,,,,,,,
17,A08,127401,,,,,,,,,,
17,A09,129622,,,,,,,,,,
17,A10,110652,,,,,,,,,,
17,A11,92013,,,,,,,,,,
17,A12,28993,,,,,,,,,,
17,B01,96306,,,,,,,,,,
17,B02,125979,,,,,,,,,,
17,B03,65148,,,,,,,,,,
17,B04,98397,,,,,,,,,,
17,B05,92746,,,,,,,,,,
17,B06,99980,,,,,,,,,,
17,B07,71700,,,,,,,,,,
17,B08,67044,,,,,,,,,,
17,B09,119551,,,,,,,,,,
17,B10,52677,,,,,,,,,,
17,B11,54389,,,,,,,,,,
17,B12,30216,,,,,,,,,,
17,C01,93526,,,,,,,,,,
17,C02,146982,,,,,,,,,,
17,C03,155110,,,,,,,,,,
17,C04,90380,,,,,,,,,,
17,C05,87881,,,,,,,,,,
17,C06,117399,,,,,,,,,,
17,C07,143458,,,,,,,,,,
17,C08,135265,,,,,,,,,,
17,C09,119477,,,,,,,,,,
17,C10,120180,,,,,,,,,,
17,C11,123113,,,,,,,,,,
17,C12,28852,,,,,,,,,,
17,D01,91080,,,,,,,,,,
17,D02,134850,,,,,,,,,,
17,D03,330468,,,,,,,,,,
17,D04,59390,,,,,,,,,,
17,D05,112375,,,,,,,,,,
17,D06,110167,,,,,,,,,,
17,D07,133963,,,,,,,,,,
17,D08,110087,,,,,,,,,,
17,D09,116638,,,,,,,,,,
17,D10,152689,,,,,,,,,,
17,D11,110405,,,,,,,,,,
17,D12,32334,,,,,,,,,,
17,E01,30830,,,,,,,,,,
17,E02,127281,,,,,,,,,,
17,E03,82650,,,,,,,,,,
17,E04,93936,,,,,,,,,,
17,E05,95713,,,,,,,,,,
17,E06,30510,,,,,,,,,,
17,E07,107631,,,,,,,,,,
17,E08,120517,,,,,,,,,,
17,E09,90712,,,,,,,,,,
17,E10,56073,,,,,,,,,,
17,E11,119322,,,,,,,,,,
17,E12,106581,,,,,,,,,,
17,F01,31002,,,,,,,,,,
17,F02,116220,,,,,,,,,,
17,F03,106916,,,,,,,,,,
17,F04,104724,,,,,,,,,,
17,F05,91089,,,,,,,,,,
17,F06,124818,,,,,,,,,,
17,F07,78262,,,,,,,,,,
17,F08,112084,,,,,,,,,,
17,F09,124720,,,,,,,,,,
17,F10,101970,,,,,,,,,,
17,F11,116804,,,,,,,,,,
17,F12,109156,,,,,,,,,,
17,G01,29802,,,,,,,,,,
17,G02,126293,,,,,,,,,,
17,G03,95346,,,,,,,,,,
17,G04,89157,,,,,,,,,,
17,G05,112212,,,,,,,,,,
17,G06,50771,,,,,,,,,,
17,G07,129423,,,,,,,,,,
17,G08,124234,,,,,,,,,,
17,G09,116489,,,,,,,,,,
17,G10,120766,,,,,,,,,,
17,G11,90657,,,,,,,,,,
17,G12,109799,,,,,,,,,,
17,H01,30693,,,,,,,,,,
17,H02,118998,,,,,,,,,,
17,H03,79888,,,,,,,,,,
17,H04,72301,,,,,,,,,,
17,H05,84400,,,,,,,,,,
17,H06,65826,,,,,,,,,,
17,H07,99046,,,,,,,,,,
17,H08,99859,,,,,,,,,,
17,H09,125370,,,,,,,,,,
17,H10,56080,,,,,,,,,,
17,H11,102996,,,,,,,,,,
17,H12,109456,,,,,,,,,,
,,,,,,,,,,,,
,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,,,,,
Plate,Well,Signal,,,,,,,,,,
18,A01,108862,,,,,,,,,,
18,A02,113838,,,,,,,,,,
18,A03,100842,,,,,,,,,,
18,A04,128699,,,,,,,,,,
18,A05,122261,,,,,,,,,,
18,A06,128315,,,,,,,,,,
18,A07,117736,,,,,,,,,,
18,A08,131294,,,,,,,,,,
18,A09,121660,,,,,,,,,,
18,A10,101030,,,,,,,,,,
18,A11,93727,,,,,,,,,,
18,A12,28229,,,,,,,,,,
18,B01,86926,,,,,,,,,,
18,B02,124971,,,,,,,,,,
18,B03,67314,,,,,,,,,,
18,B04,95676,,,,,,,,,,
18,B05,106129,,,,,,,,,,
18,B06,95969,,,,,,,,,,
18,B07,72844,,,,,,,,,,
18,B08,67754,,,,,,,,,,
18,B09,118882,,,,,,,,,,
18,B10,54317,,,,,,,,,,
18,B11,50273,,,,,,,,,,
18,B12,30388,,,,,,,,,,
18,C01,90090,,,,,,,,,,
18,C02,141241,,,,,,,,,,
18,C03,147408,,,,,,,,,,
18,C04,93265,,,,,,,,,,
18,C05,90611,,,,,,,,,,
18,C06,114027,,,,,,,,,,
18,C07,146127,,,,,,,,,,
18,C08,129644,,,,,,,,,,
18,C09,121977,,,,,,,,,,
18,C10,111513,,,,,,,,,,
18,C11,109378,,,,,,,,,,
18,C12,29781,,,,,,,,,,
18,D01,90259,,,,,,,,,,
18,D02,132010,,,,,,,,,,
18,D03,127732,,,,,,,,,,
18,D04,58481,,,,,,,,,,
18,D05,118565,,,,,,,,,,
18,D06,110555,,,,,,,,,,
18,D07,126295,,,,,,,,,,
18,D08,105486,,,,,,,,,,
18,D09,111908,,,,,,,,,,
18,D10,146031,,,,,,,,,,
18,D11,105100,,,,,,,,,,
18,D12,32473,,,,,,,,,,
18,E01,30396,,,,,,,,,,
18,E02,129795,,,,,,,,,,
18,E03,89411,,,,,,,,,,
18,E04,102515,,,,,,,,,,
18,E05,100786,,,,,,,,,,
18,E06,30471,,,,,,,,,,
18,E07,119709,,,,,,,,,,
18,E08,116330,,,,,,,,,,
18,E09,85936,,,,,,,,,,
18,E10,51234,,,,,,,,,,
18,E11,112197,,,,,,,,,,
18,E12,95732,,,,,,,,,,
18,F01,30101,,,,,,,,,,
18,F02,110426,,,,,,,,,,
18,F03,103110,,,,,,,,,,
18,F04,97955,,,,,,,,,,
18,F05,87844,,,,,,,,,,
18,F06,109734,,,,,,,,,,
18,F07,69242,,,,,,,,,,
18,F08,88451,,,,,,,,,,
18,F09,103525,,,,,,,,,,
18,F10,89017,,,,,,,,,,
18,F11,99778,,,,,,,,,,
18,F12,88988,,,,,,,,,,
18,G01,29655,,,,,,,,,,
18,G02,123714,,,,,,,,,,
18,G03,93555,,,,,,,,,,
18,G04,99072,,,,,,,,,,
18,G05,111470,,,,,,,,,,
18,G06,50905,,,,,,,,,,
18,G07,119484,,,,,,,,,,
18,G08,116453,,,,,,,,,,
18,G09,111411,,,,,,,,,,
18,G10,115237,,,,,,,,,,
18,G11,90576,,,,,,,,,,
18,G12,102953,,,,,,,,,,
18,H01,30902,,,,,,,,,,
18,H02,124720,,,,,,,,,,
18,H03,82913,,,,,,,,,,
18,H04,81342,,,,,,,,,,
18,H05,84663,,,,,,,,,,
18,H06,65676,,,,,,,,,,
18,H07,95706,,,,,,,,,,
18,H08,98129,,,,,,,,,,
18,H09,110127,,,,,,,,,,
18,H10,49463,,,,,,,,,,
18,H11,88955,,,,,,,,,,
18,H12,92637,,,,,,,,,,
,,,,,,,,,,,,
,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,,,,,
Plate,Well,Signal,,,,,,,,,,
19,A01,109180,,,,,,,,,,
19,A02,115531,,,,,,,,,,
19,A03,88787,,,,,,,,,,
19,A04,112100,,,,,,,,,,
19,A05,103065,,,,,,,,,,
19,A06,113993,,,,,,,,,,
19,A07,109271,,,,,,,,,,
19,A08,103748,,,,,,,,,,
19,A09,111183,,,,,,,,,,
19,A10,109600,,,,,,,,,,
19,A11,102227,,,,,,,,,,
19,A12,110546,,,,,,,,,,
19,B01,101040,,,,,,,,,,
19,B02,91773,,,,,,,,,,
19,B03,121785,,,,,,,,,,
19,B04,91882,,,,,,,,,,
19,B05,118041,,,,,,,,,,
19,B06,101519,,,,,,,,,,
19,B07,105697,,,,,,,,,,
19,B08,122998,,,,,,,,,,
19,B09,104508,,,,,,,,,,
19,B10,112944,,,,,,,,,,
19,B11,107481,,,,,,,,,,
19,B12,129933,,,,,,,,,,
19,C01,103717,,,,,,,,,,
19,C02,109556,,,,,,,,,,
19,C03,116877,,,,,,,,,,
19,C04,114600,,,,,,,,,,
19,C05,125147,,,,,,,,,,
19,C06,103487,,,,,,,,,,
19,C07,128938,,,,,,,,,,
19,C08,120090,,,,,,,,,,
19,C09,114361,,,,,,,,,,
19,C10,117694,,,,,,,,,,
19,C11,104732,,,,,,,,,,
19,C12,108660,,,,,,,,,,
19,D01,103669,,,,,,,,,,
19,D02,97413,,,,,,,,,,
19,D03,122958,,,,,,,,,,
19,D04,89278,,,,,,,,,,
19,D05,113102,,,,,,,,,,
19,D06,83290,,,,,,,,,,
19,D07,93548,,,,,,,,,,
19,D08,114862,,,,,,,,,,
19,D09,107765,,,,,,,,,,
19,D10,102930,,,,,,,,,,
19,D11,98682,,,,,,,,,,
19,D12,108847,,,,,,,,,,
19,E01,109680,,,,,,,,,,
19,E02,89573,,,,,,,,,,
19,E03,115050,,,,,,,,,,
19,E04,85331,,,,,,,,,,
19,E05,115650,,,,,,,,,,
19,E06,90628,,,,,,,,,,
19,E07,109969,,,,,,,,,,
19,E08,110136,,,,,,,,,,
19,E09,113696,,,,,,,,,,
19,E10,93188,,,,,,,,,,
19,E11,101222,,,,,,,,,,
19,E12,111451,,,,,,,,,,
19,F01,100849,,,,,,,,,,
19,F02,85032,,,,,,,,,,
19,F03,129729,,,,,,,,,,
19,F04,91938,,,,,,,,,,
19,F05,111240,,,,,,,,,,
19,F06,93169,,,,,,,,,,
19,F07,92795,,,,,,,,,,
19,F08,100520,,,,,,,,,,
19,F09,94364,,,,,,,,,,
19,F10,94255,,,,,,,,,,
19,F11,100230,,,,,,,,,,
19,F12,101456,,,,,,,,,,
19,G01,102770,,,,,,,,,,
19,G02,92668,,,,,,,,,,
19,G03,119441,,,,,,,,,,
19,G04,98537,,,,,,,,,,
19,G05,99600,,,,,,,,,,
19,G06,88103,,,,,,,,,,
19,G07,103165,,,,,,,,,,
19,G08,114478,,,,,,,,,,
19,G09,107025,,,,,,,,,,
19,G10,100073,,,,,,,,,,
19,G11,105202,,,,,,,,,,
19,G12,103208,,,,,,,,,,
19,H01,104890,,,,,,,,,,
19,H02,91298,,,,,,,,,,
19,H03,104812,,,,,,,,,,
19,H04,97771,,,,,,,,,,
19,H05,89189,,,,,,,,,,
19,H06,91418,,,,,,,,,,
19,H07,88667,,,,,,,,,,
19,H08,105485,,,,,,,,,,
19,H09,103647,,,,,,,,,,
19,H10,103880,,,,,,,,,,
19,H11,95070,,,,,,,,,,
19,H12,98695,,,,,,,,,,
,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,,
1,1,,14.78,23.15,23.15,26.6,26.4,22.95,22.86,12/12/22 12:30,,
2,1,,14.78,23.15,23.15,26.2,26.2,22.86,22.86,12/12/22 12:31,,
3,1,,14.78,23.25,23.25,26.2,26.2,22.76,22.86,12/12/22 12:32,,
4,1,,14.78,23.25,23.25,26.2,26.2,22.86,22.95,12/12/22 12:32,,
5,1,,14.78,23.25,23.25,26.2,26.4,23.05,22.86,12/12/22 12:33,,
6,1,,14.78,23.25,23.27,26.4,26.6,22.76,22.78,12/12/22 12:34,,
7,1,,14.78,23.25,23.25,26.4,26.6,22.95,22.95,12/12/22 12:34,,
8,1,,14.78,23.25,23.34,26.2,26.2,22.86,22.95,12/12/22 12:35,,
9,1,,14.78,23.34,23.34,26.1,26.1,23.15,23.15,12/12/22 12:36,,
10,1,,14.78,23.34,23.34,26.1,26.1,23.05,22.95,12/12/22 12:36,,
11,1,,14.78,23.34,23.34,25.9,25.9,23.05,23.15,12/12/22 12:37,,
12,1,,14.78,23.34,23.34,26.2,26.2,23.05,23.15,12/12/22 12:38,,
13,1,,14.78,23.34,23.36,26.1,26.2,23.15,23.27,12/12/22 12:39,,
14,1,,14.78,23.34,23.34,26.2,26.2,22.95,22.95,12/12/22 12:40,,
15,1,,14.78,23.34,23.34,26.2,26.2,22.86,22.95,12/12/22 12:43,,
16,1,,14.78,23.34,23.34,26.1,26.1,22.66,22.86,12/12/22 12:44,,
17,1,,14.78,23.34,23.36,25.9,26.1,22.86,22.97,12/12/22 12:45,,
18,1,,14.78,23.34,23.34,26.1,26.1,22.76,22.76,12/12/22 12:46,,
19,1,,14.78,23.34,23.34,26.1,26.2,22.76,22.76,12/12/22 12:46,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Background information,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,
1,Tim_CTB,0,1071,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
2,Tim_CTB,0,1079,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
3,Tim_CTB,0,1214,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
4,Tim_CTB,0,1075,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
5,Tim_CTB,0,1061,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
6,Tim_CTB,0,1030,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
7,Tim_CTB,0,1056,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
8,Tim_CTB,0,1120,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
9,Tim_CTB,0,1070,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
10,Tim_CTB,0,1136,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
11,Tim_CTB,0,1202,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
12,Tim_CTB,0,1127,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
13,Tim_CTB,0,1084,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
14,Tim_CTB,0,1110,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
15,Tim_CTB,0,1046,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
16,Tim_CTB,0,1006,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
17,Tim_CTB,0,1147,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
18,Tim_CTB,0,1144,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
19,Tim_CTB,0,1081,1,00:00.0,De=1st Ex=Top Em=Top Wdw=N/A (14),,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Basic assay information ,,,,,,,,,,,,
Assay ID: ,,,,24277,,,,,,,,
Assay Started: ,,,,12/12/22 12:30,,,,,,,,
Assay Finished: ,,,,12/12/22 12:48,,,,,,,,
Assay Exported: ,,,,12/12/22 12:51,,,,,,,,
Protocol ID: ,,,,100568,,,,,,,,
Protocol Name: ,,,,Copy of 96well-CTB_Tim,,,,,,,,
Serial#: ,,,,1020141,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Protocol information,,,,,,,,,,,,
Protocol:,,,,,,,,,,,,
Protocol name,,,,Copy of 96well-CTB_Tim,,,,,,,,
Number of assay repeats,,,,1,,,,,,,,
Start assay repeat each,,,,N/A,,,,,,,,
Number of plate repeats,,,,1,,,,,,,,
Start plate repeat each,,,,N/A,,,,,,,,
Is label meas. height used,,,,Yes,,,,,,,,
Height of measurement,,,,Defined in label,,,,,,,,
Is gripper height used,,,,No,,,,,,,,
Mode of measurement,,,,By Rows  bi-directional,,,,,,,,
Rotated plate,,,,No,,,,,,,,
Soft move,,,,No,,,,,,,,
Protocol notes,,,, ,,,,,,,,
,,,,,,,,,,,,
Plate type:,,,,,,,,,,,,
Name of the plate type,,,,96 General,,,,,,,,
Number of rows,,,,8,,,,,,,,
Number of columns,,,,12,,,,,,,,
Number of the wells in the plate,,,,96,,,,,,,,
Height of the plate,,,,14.35 mm,,,,,,,,
,,,,,,,,,,,,
Coordinates of corners:,,,,,,,,,,,,
96 General + Tim_CTB,,,,,,,,,,,,
14.38 mm x------------------------------------------------------ x 113.38 mm,,,,,,,,,,,,
11.24 mm                                                           11.24 mm,,,,,,,,,,,,
,,,,,,,,,,,,
14.38 mm x------------------------------------------------------ x 113.38 mm,,,,,,,,,,,,
74.24 mm                                                           74.24 mm,,,,,,,,,,,,
,,,,,,,,,,,,
Platemap:,,,,,,,,,,,,
Plate,,,,1,,,,,,,,
Group,,,,1,,,,,,,,
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,,,,,,,,,,
 - - Undefined,,,,,,,,,,,,
,,,,,,,,,,,,
Calculations:,,,,,,,,,,,,
No calculations.,,,,,,,,,,,,
,,,,,,,,,,,,
Auto export parameters:,,,,,,,,,,,,
Export format,,,,Plate2,,,,,,,,
Include basic assay information,,,,Yes,,,,,,,,
Place assay information at,,,,End of file,,,,,,,,
Include basic plate information,,,,Yes,,,,,,,,
Place plate information at,,,,Beginning of plate,,,,,,,,
Include protocol information,,,,Yes,,,,,,,,
Protocol info level,,,,Large,,,,,,,,
Include error and warning information,,,,Yes,,,,,,,,
Include background information,,,,Yes,,,,,,,,
Add plate number to the file name,,,,Yes,,,,,,,,
Each plate to separate file,,,,No,,,,,,,,
Field separator to use,,,,System,,,,,,,,
File name format,,,,<DefaultDataFolder>\<Date>\<ProtocolName>_<AssayID>.csv,,,,,,,,
,,,,,,,,,,,,
Operations:,,,,,,,,,,,,
Plate 1,,,,,,,,,,,,
  Group 1,,,,,,,,,,,,
    Measurement,,,,,,,,,,,,
      Label,,,,Tim_CTB(1),,,,,,,,
,,,,,,,,,,,,
Labels:,,,,,,,,,,,,
Tim_CTB,,,,4000137,,,,,,,,
Top mirror,,,,General,,,,,,,,
Bottom mirror,,,,N/A,,,,,,,,
Exc. filter,,,,Photometric 530,,,,,,,,
Using of excitation filter,,,,Top,,,,,,,,
2nd exc. filter,,,,N/A,,,,,,,,
Using of 2nd excitation filter,,,,Top,,,,,,,,
Ems. filter,,,,Photometric 590,,,,,,,,
2nd ems. filter,,,,N/A,,,,,,,,
Measurement height,,,,6.5 mm,,,,,,,,
Number of flashes,,,,1,,,,,,,,
Number of flashes integrated,,,,1,,,,,,,,
PMT gain,,,,1,,,,,,,,
Excitation light,,,,100%,,,,,,,,
Reference excitation light,,,,100%,,,,,,,,
Emission light,,,,100%,,,,,,,,
Reference AD gain,,,,4,,,,,,,,
Reference signal,,,,383728,,,,,,,,
Last edited,,,,2/11/19 10:20,,,,,,,,
Last edited by,,,,EnVision,,,,,,,,
Factory preset,,,,No,,,,,,,,
,,,,,,,,,,,,
Filters:,,,,,,,,,,,,
Photometric 530,,,,310,,,,,,,,
Filter type,,,,Excitation,,,,,,,,
Description,,,,P530 CWL=530nm BW=8nm Tmin=55%,,,,,,,,
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence,,,,,,,,
Last edited,,,,8/19/14 16:24,,,,,,,,
Last edited by,,,,Installation,,,,,,,,
Factory preset,,,,Yes,,,,,,,,
,,,,,,,,,,,,
Photometric 590,,,,314,,,,,,,,
Filter type,,,,Excitation,,,,,,,,
Description,,,,P590 CWL=590nm BW=8nm Tmin=40%,,,,,,,,
Used with,,,,Absorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved FluorescenceAbsorbance DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence,,,,,,,,
Last edited,,,,8/19/14 16:24,,,,,,,,
Last edited by,,,,Installation,,,,,,,,
Factory preset,,,,Yes,,,,,,,,
,,,,,,,,,,,,
Mirror modules:,,,,,,,,,,,,
General,,,,401,,,,,,,,
Used by,,,,Top,,,,,,,,
Dual,,,,No,,,,,,,,
Bias,,,,No,,,,,,,,
Description,,,,BS50,,,,,,,,
Used with,,,,Luminescence DELFIA - Time-resolved Fluorescence Fluorescence Intensity Fluorescence Polarization LANCE - Time-resolved Fluorescence,,,,,,,,
Last edited,,,,8/19/14 16:24,,,,,,,,
Last edited by,,,,Installation,,,,,,,,
Factory preset,,,,Yes,,,,,,,,
,,,,,,,,,,,,
Instrument:,,,,,,,,,,,,
Serial number,,,,1020141,,,,,,,,
Nickname,,,,EnVision,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Assay notifications:,,,,,,,,,,,,
INFO: Assay aborted at plate 20  plate repeat 1 and well H01. There may be missing results,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Exported with EnVision Workstation version 1.13.3009.1409,,,,,,,,,,,,
