drugs,drug_avg_1,drug_avg_2,drug_avg_3,drug_avg_4,drug_sd_1,drug_sd_2,drug_sd_3,drug_sd_4,ctrl_avg_1,ctrl_avg_2,ctrl_avg_3,ctrl_avg_4,ctrl_sd_1,ctrl_sd_2,ctrl_sd_3,ctrl_sd_4,drug_to_ctlr_1,drug_to_ctlr_2,drug_to_ctlr_3,drug_to_ctlr_4,d_t_c_SD_1,d_t_c_SD_2,d_t_c_SD_3,d_t_c_SD_4,ttest_pval_1,ttest_pval_2,ttest_pval_3,ttest_pval_4,wilcox_pval_1,wilcox_pval_2,wilcox_pval_3,wilcox_pval_4
KU-55933,599650.4375,450399.5416666667,340499.0520833333,315695.5833333333,28980.56922325554,86436.82421342126,49154.642245464696,50696.43413906289,607227.0416666666,615665.7708333334,406947.5,406626.375,52030.211276130736,17669.420143080766,27127.043922111166,11911.502577152381,0.9875226173296384,0.731565019534916,0.8367149376352805,0.7763775365858482,0.09714738875277179,0.1419569318739964,0.13304427647958053,0.12673306199165008,0.8391894813797527,0.07485453529896408,0.12939968135814495,0.08280809969921059,1,0.1,0.2,0.1
GSK2606414,558940.59375,480766.2395833333,334618.5833333333,358509.2708333333,77805.26977083432,127303.75570601893,51496.13255677569,73263.43466085923,595499.171875,620283.421875,399005.9921875,400170.796875,48113.43366198018,32138.207714169464,13841.978063974506,20799.519584866932,0.9386085155922367,0.7750751070052259,0.838630471434349,0.89589063877972,0.1510689206164809,0.20912680252014276,0.13229951182368502,0.1889094220541194,0.522800254564908,0.19359585646777097,0.15674165346793262,0.43022811592242444,0.4,0.22857142857142856,0.11428571428571428,0.6285714285714286
Tipifarnib,539383.1458333334,416507.28125,333499.5104166667,326133.1041666667,45658.7624124917,58043.553226320655,58578.22985295308,56417.174432330976,599256.328125,613693.078125,398327.2578125,394581.765625,26675.694120800257,38134.61545170495,14597.734181062047,24649.285752816926,0.9000875260191202,0.6786898795119924,0.8372500346778956,0.8265285742489553,0.08608513169360303,0.10355733604416316,0.15022738442947814,0.15201687065236685,0.13508964285145042,0.011631068516545178,0.1908394422917942,0.15891526462736405,0.11428571428571428,0.05714285714285714,0.11428571428571428,0.22857142857142856
Axitinib,593143.2916666666,452428.46875,333239.6927083333,313713.3645833333,27821.041430308233,145620.88961206487,105742.75967627142,64852.84237368949,595061.2734375,546791.875,383091.359375,387257.2109375,72192.73010184742,94835.91691464614,19767.41087389106,16371.359927146445,0.9967768331490408,0.8274235398066221,0.8698700311382697,0.8100904404694583,0.12965198795747732,0.30252343209631916,0.2796505353072698,0.1709329295977337,0.9635724008715661,0.3952046639087846,0.5011277008394978,0.1837256415444504,0.8571428571428571,0.4,0.6285714285714286,0.22857142857142856
Laduviglusib,578965.1458333334,401853.3020833333,318466.9947916667,310615.0104166667,65589.7433939612,147728.56479724243,100555.22073529116,48256.14704826407,599632.1953125,557860.46875,365327.328125,394702.1953125,75522.73558190926,103754.75210653633,26495.72986828122,14461.961738407443,0.9655337894784053,0.7203473352104828,0.8717305557899582,0.7869604327149525,0.16356369043675234,0.2967745652231212,0.2824146410894253,0.12561385296358818,0.715710985644884,0.20448013520417355,0.5068917749389353,0.08598547264596973,0.8571428571428571,0.11428571428571428,0.6285714285714286,0.05714285714285714
Berzosertib,580050.1666666666,492794.8020833333,328027.734375,361022.7916666667,34680.73906055721,133133.9522223688,90745.78234671049,39716.05055898977,615018.453125,621151.1875,359686.484375,395005.0703125,20194.745687331062,31072.49730188291,20634.520539590034,35292.90998263761,0.9431427036365262,0.7933572566555438,0.9119823752760379,0.913970019121656,0.06433416937557225,0.21797754271957648,0.2576589989546639,0.12952997461292418,0.21632090170210486,0.23387175184630554,0.6095236608346347,0.30374225653104747,0.4,0.4,0.6285714285714286,0.22857142857142856
Ceritinib,581271.4166666666,445842.4895833333,327213.2395833333,318409.5729166667,13233.750519701825,167248.93990415838,75529.7435563618,67976.10839412978,624896.671875,594302.984375,365557.953125,379040.078125,31132.614764820613,53599.40985289952,4980.9053012597205,34556.654205425795,0.9301880500060339,0.7501939268439053,0.8951063348126501,0.8400419673079041,0.050951946726945085,0.2894393578047545,0.20697461769878037,0.19500592881084866,0.06202998434731408,0.2604095797165114,0.47207472301429526,0.25899808608336633,0.05714285714285714,0.4,0.6285714285714286,0.4
Navitoclax,582270.7916666666,474086.84375,347066.53125,332123.53125,36811.47469907764,89817.1172601462,52418.60894778216,50327.26096403023,619738.25,593603.09375,385469.1328125,380243.5703125,42492.034623629515,48370.305768484846,28192.318203229035,12628.369431390849,0.9395430920500173,0.7986596578448173,0.9003743794417391,0.8734494339432145,0.08762429731678213,0.16471056054033775,0.15109178866828246,0.13549692511363268,0.26986864767765434,0.13189659877407214,0.33674225090712473,0.23622856950874216,0.4,0.11428571428571428,0.4,0.4
Ro-3306,603808.5208333334,461379.0833333333,356493,311694.1770833333,74670.69487753203,60144.85904518173,6035.442222674506,20023.177698503136,600850.296875,611207.28125,400443.7578125,389420.4296875,24839.330539162867,13579.805288101903,25853.723957519123,8690.39715122833,1.0049233960168098,0.7548651619296024,0.8902448672128407,0.8004053031667084,0.13103501711767676,0.0998223951809763,0.059419871072987906,0.05443208440451705,0.9526493145254993,0.04516417453931074,0.0382194392173394,0.012629751399176633,0.8571428571428571,0.05714285714285714,0.05714285714285714,0.05714285714285714
Empesertib,458596.96875,385003.9895833333,327340.7291666667,295969.78125,13013.976379044798,18043.386878661662,8010.500438653585,4383.846346090703,593417.71875,570249.3125,404555.609375,389761.984375,10662.991852359712,46337.868654201855,19728.244151200786,12076.24480173341,0.7728063289313435,0.6751502915373235,0.8091365478095262,0.7593603099199122,0.025957286090298987,0.06333251663144138,0.04414726771755188,0.026077979225637732,1.5738690401156675e-4,0.0017321488125719548,0.001798864443508038,1.4627772534335428e-4,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714
